Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Andrew Murray,2008,27,CBJ,C,67,8,3,11,-6,10,0.4,7,1,0,3,2,0,1,89,9,755,11:16:00,36,147,39,46,45.9,493,464,51.5,-1.5,387,313,55.3,2.5,5,91.8,96.8,47.1,52.9,11:16:00,09:28:00,20,5,135,65.9,0,0,0,0.0
Douglas Murray,2008,28,SJS,D,75,0,7,7,6,38,2.9,0,0,0,0,7,0,0,56,0,1249,16:39:00,78,175,0,0,,919,824,52.7,-2.6,695,610,53.3,-3.2,7.8,92.7,100.6,55.2,44.8,16:39:00,14:38:00,17,33,133,42.1,0,0,0,0.0
Garth Murray,2008,26,PHX,C,10,0,0,0,-2,12,-0.2,0,0,0,0,0,0,0,12,0,93,09:20:00,12,13,36,44,45,61,80,43.3,-7.5,41,50,45.1,-9,0,93.3,93.3,39.3,60.7,09:20:00,07:50:00,0,0,14,85.7,0,0,0,0.0
Rick Nash,2008,24,CBJ,LW,78,40,39,79,11,52,10.1,29,6,5,5,25,13,1,263,15.2,1650,21:10:00,29,71,5,13,27.8,1111,976,53.2,-0.1,845,751,52.9,-0.4,10.1,90.7,100.8,52.5,47.5,21:10:00,15:15:00,70,34,470,55.7,11,4,7,36.4
Markus Naslund,2008,35,NYR,LW,82,24,22,46,-10,57,4.9,16,8,0,0,16,6,0,215,11.2,1409,17:11:00,28,55,1,1,50,1216,957,56,3.1,908,725,55.6,3.1,6.3,91.4,97.7,61.3,38.7,17:11:00,13:40:00,46,25,376,57.2,12,5,7,41.7
James Neal,2008,21,DAL,LW,77,24,13,37,-11,51,3.7,15,9,0,2,12,1,0,171,14,1222,15:52:00,27,194,11,20,35.5,863,840,50.7,-2.1,674,635,51.5,-1.4,7.5,89.9,97.4,56,44,15:52:00,12:55:00,66,26,282,60.6,7,5,2,71.4
John Negrin,2008,19,CGY,D,3,0,1,1,-2,2,0,0,0,0,0,1,0,0,3,0,30,09:59:00,3,0,0,0,,45,30,60,1.7,35,27,56.5,-0.3,4,87,91,56.3,43.8,09:59:00,09:07:00,1,0,8,37.5,0,0,0,0.0
Chris Neil,2008,29,OTT,RW,60,3,7,10,-13,146,-0.2,3,0,0,0,7,0,0,59,5.1,658,10:58:00,15,163,1,5,16.7,477,521,47.8,-4.6,349,398,46.7,-7,6.1,90,96,53,47,10:58:00,09:59:00,22,8,98,60.2,0,0,0,0.0
Kris Newbury,2008,26,TOR,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,5,04:55:00,0,2,1,2,33.3,2,7,22.2,-31.8,1,6,14.3,-43.1,,100,,50,50,04:55:00,04:55:00,0,1,0,,0,0,0,0.0
Scott Nichol,2008,34,NSH,C,43,4,6,10,0,41,0.7,4,0,0,0,3,0,3,42,9.5,476,11:04:00,15,79,196,163,54.6,273,321,46,-3.8,208,247,45.7,-4.4,5.7,93.2,98.9,35.8,64.2,11:04:00,08:17:00,17,5,61,68.9,0,0,0,0.0
Rob Niedermayer,2008,34,ANA,C,79,14,7,21,-17,42,0.7,12,1,1,2,7,0,0,88,15.9,1230,15:34:00,42,64,26,42,38.2,639,842,43.1,-14.1,503,694,42,-15.4,7,91.6,98.6,41.5,58.5,15:34:00,12:13:00,23,30,136,64.7,1,0,1,0.0
Scott Niedermayer*,2008,35,ANA,D,82,14,45,59,-8,70,8.7,5,9,0,2,18,23,4,178,7.9,2207,1900-01-01 02:55:00,77,68,0,1,0,1269,1206,51.3,-3.3,989,990,50,-4.5,8.1,91,99.1,48.6,51.4,1900-01-01 02:55:00,18:09:00,75,73,327,54.4,0,0,0,0.0
Frans Nielsen,2008,24,NYI,C,59,9,24,33,-4,18,2.6,5,3,1,2,10,13,1,101,8.9,976,16:32:00,39,29,358,400,47.2,682,670,50.4,2.5,488,507,49,0,7.2,91.2,98.4,47.4,52.6,16:32:00,11:19:00,44,34,187,54,5,3,2,60.0
Alexander Nikulin,2008,23,PHX,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,6,05:35:00,0,0,0,3,0,4,6,40,,2,4,33.3,,0,66.7,66.7,100,0,05:35:00,05:35:00,0,0,2,50,0,0,0,0.0
Robert Nilsson,2008,24,EDM,LW,64,9,20,29,1,26,2.1,5,4,0,1,13,7,0,77,11.7,972,15:11:00,14,37,4,6,40,722,758,48.8,1,529,593,47.1,-1.1,9.7,92.3,101.9,55.7,44.3,15:11:00,12:35:00,20,47,156,49.4,5,2,3,40.0
Janne Niskala,2008,27,TBL,D,6,1,2,3,0,6,0.5,0,1,0,0,2,0,0,10,10,82,13:42:00,1,5,0,0,,66,65,50.4,1.8,52,55,48.6,-1,5.9,95.7,101.5,63.9,36.1,13:42:00,11:15:00,1,6,18,55.6,0,0,0,0.0
Matt Niskanen,2008,22,DAL,D,80,6,29,35,-11,52,4.8,4,2,0,0,21,8,0,111,5.4,1598,19:58:00,64,87,0,0,,1099,1012,52.1,1.2,850,778,52.2,0.9,10.3,87.5,97.8,56.6,43.4,19:59:00,15:25:00,25,49,251,44.2,0,0,0,0.0
Andreas Nodl,2008,21,PHI,RW,38,1,3,4,-15,2,-0.9,1,0,0,0,3,0,0,33,3,424,11:09:00,14,40,0,0,,332,366,47.6,-1.7,257,262,49.5,-0.7,2.9,89.7,92.6,49.5,50.5,11:09:00,10:13:00,10,20,62,53.2,0,0,0,0.0
Petteri Nokelainen,2008,23,TOT,C,50,4,5,9,2,16,0.4,3,0,1,0,5,0,0,56,7.1,563,11:15:00,23,46,156,136,53.4,375,371,50.3,-2.5,297,271,52.3,-0.3,5,95.1,100.1,49.6,50.4,11:15:00,09:51:00,16,10,88,63.6,0,0,0,0.0
Petteri Nokelainen,2008,23,BOS,C,33,0,3,3,-1,10,-0.3,0,0,0,0,3,0,0,30,0,319,09:40:00,10,30,54,33,62.1,375,371,50.3,-2.5,297,271,52.3,-0.3,5,95.1,100.1,49.6,50.4,11:15:00,09:51:00,16,10,88,63.6,0,0,0,0.0
Petteri Nokelainen,2008,23,ANA,C,17,4,2,6,3,6,0.7,3,0,1,0,2,0,0,26,15.4,244,14:20:00,13,16,102,103,49.8,375,371,50.3,-2.5,297,271,52.3,-0.3,5,95.1,100.1,49.6,50.4,11:15:00,09:51:00,16,10,88,63.6,0,0,0,0.0
Owen Nolan,2008,36,MIN,RW,59,25,20,45,5,26,6.2,13,12,0,5,15,5,0,148,16.9,967,16:24:00,12,37,75,86,46.6,649,714,47.6,-1.5,492,539,47.7,-1.8,9.8,93,102.8,47.7,52.3,16:24:00,13:09:00,21,25,238,62.2,1,0,1,0.0
Jiri Novotny,2008,25,CBJ,C,42,4,3,7,4,14,0.3,3,0,1,0,3,0,0,56,7.1,560,13:21:00,15,74,155,138,52.9,375,342,52.3,2.7,299,265,53,2.2,6.3,93.6,99.9,55.8,44.2,13:20:00,11:30:00,8,5,91,61.5,1,0,1,0.0
Teppo Numminen,2008,40,BUF,D,57,2,15,17,-4,22,2.7,1,1,0,1,10,5,0,34,5.9,998,17:30:00,45,12,0,0,,720,761,48.6,-1.4,557,586,48.7,-0.2,7.2,91.4,98.6,48.5,51.5,17:23:00,14:07:00,14,23,78,43.6,0,0,0,0.0
Lawrence Nycholat,2008,29,TOT,D,19,0,1,1,1,6,0.4,0,0,0,0,1,0,0,9,0,188,09:55:00,8,11,0,0,,137,161,46,-1.8,108,121,47.2,-0.7,8.8,93.2,101.9,50.5,49.5,09:55:00,09:25:00,7,6,24,37.5,0,0,0,0.0
Lawrence Nycholat,2008,29,VAN,D,14,0,1,1,3,6,0.5,0,0,0,0,1,0,0,8,0,136,09:41:00,8,10,0,0,,137,161,46,-1.8,108,121,47.2,-0.7,8.8,93.2,101.9,50.5,49.5,09:55:00,09:25:00,7,6,24,37.5,0,0,0,0.0
Lawrence Nycholat,2008,29,COL,D,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,53,10:33:00,0,1,0,0,,137,161,46,-1.8,108,121,47.2,-0.7,8.8,93.2,101.9,50.5,49.5,09:55:00,09:25:00,7,6,24,37.5,0,0,0,0.0
Michael Nylander,2008,36,WSH,C,72,9,24,33,0,32,2.5,5,4,0,2,18,6,0,87,10.3,1011,14:02:00,16,9,290,342,45.9,943,735,56.2,1.3,716,570,55.7,0.5,7.7,90.9,98.6,59.8,40.2,14:02:00,11:44:00,37,40,141,61,3,1,2,33.3
Eric Nystrom,2008,25,CGY,LW,76,5,5,10,-7,89,0,4,0,1,3,3,0,2,83,6,704,09:16:00,35,76,11,18,37.9,511,398,56.2,-1.3,371,323,53.5,-2,3.4,92.8,96.2,59.1,40.9,09:09:00,07:14:00,18,14,137,59.1,0,0,0,0.0
Shane O'Brien,2008,25,TOT,D,77,0,10,10,5,196,2.4,0,0,0,0,10,0,0,39,0,1149,14:55:00,51,79,0,0,,826,877,48.5,-1.1,633,673,48.5,-0.8,9.7,92.2,101.9,45,55,14:46:00,13:26:00,19,30,99,39.4,0,0,0,0.0
Shane O'Brien,2008,25,VAN,D,76,0,10,10,6,196,2.5,0,0,0,0,10,0,0,39,0,1135,14:56:00,50,78,0,0,,826,877,48.5,-1.1,633,673,48.5,-0.8,9.7,92.2,101.9,45,55,14:46:00,13:26:00,19,30,99,39.4,0,0,0,0.0
Shane O'Brien,2008,25,TBL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,14,14:04:00,1,1,0,0,,826,877,48.5,-1.1,633,673,48.5,-0.8,9.7,92.2,101.9,45,55,14:46:00,13:26:00,19,30,99,39.4,0,0,0,0.0
Ryan O'Byrne,2008,24,MTL,D,37,0,5,5,-7,58,0.5,0,0,0,0,5,0,0,14,0,559,15:06:00,41,77,0,0,,427,507,45.7,-4.8,314,374,45.6,-4.5,6.9,91.5,98.4,49.5,50.5,15:06:00,13:41:00,11,27,43,32.6,0,0,0,0.0
Sean O'Donnell,2008,37,LAK,D,82,0,12,12,2,71,4.2,0,0,0,0,12,0,0,32,0,1680,20:29:00,85,77,0,1,0,1125,1189,48.6,-4.5,867,909,48.8,-4.3,7.6,93.2,100.8,48,52,20:28:00,16:23:00,18,83,95,33.7,0,0,0,0.0
Wes O'Neill,2008,22,COL,D,3,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0,33,10:52:00,3,5,0,0,,29,30,49.2,7.5,22,26,45.8,4.7,0,90,90,61.9,38.1,10:52:00,10:41:00,0,0,1,100,0,0,0,0.0
Cal O'Reilly,2008,22,NSH,C,11,3,2,5,2,2,0.7,3,0,0,0,2,0,0,6,50,139,12:36:00,2,0,35,53,39.8,98,112,46.7,-4.8,80,95,45.7,-7,10.6,94,104.6,60.3,39.7,12:36:00,11:19:00,8,1,10,60,0,0,0,0.0
Patrick O'Sullivan,2008,23,TOT,LW,81,16,27,43,-6,28,3.7,13,2,1,1,20,7,0,259,6.2,1551,19:09:00,36,66,41,58,41.4,1173,1046,52.9,2.2,902,780,53.6,2.9,7.4,90.7,98,56.1,43.9,19:09:00,14:10:00,40,67,480,53.8,11,4,7,36.4
Patrick O'Sullivan,2008,23,LAK,LW,62,14,23,37,1,16,3.8,11,2,1,1,17,6,0,200,7,1205,19:26:00,29,60,18,21,46.2,1173,1046,52.9,2.2,902,780,53.6,2.9,7.4,90.7,98,56.1,43.9,19:09:00,14:10:00,40,67,480,53.8,11,4,7,36.4
Patrick O'Sullivan,2008,23,EDM,LW,19,2,4,6,-7,12,-0.1,2,0,0,0,3,1,0,59,3.4,346,18:14:00,7,6,23,37,38.3,1173,1046,52.9,2.2,902,780,53.6,2.9,7.4,90.7,98,56.1,43.9,19:09:00,14:10:00,40,67,480,53.8,11,4,7,36.4
Johnny Oduya,2008,27,NJD,D,82,7,22,29,21,30,6.7,5,1,1,4,18,4,0,108,6.5,1712,20:52:00,127,50,0,0,,1386,1168,54.3,1.5,1071,902,54.3,0.6,8.7,92.2,100.9,50.1,49.9,20:52:00,17:03:00,15,30,240,45,0,0,0,0.0
Mattias Ohlund,2008,32,VAN,D,82,6,19,25,14,105,5.8,3,3,0,1,13,5,1,131,4.6,1769,21:34:00,150,108,0,0,,1085,1238,46.7,-4.3,847,940,47.4,-2.5,10.7,91.9,102.6,49,51,21:20:00,16:15:00,34,56,273,46.9,1,1,0,100.0
Kyle Okposo,2008,20,NYI,RW,65,18,21,39,-6,36,3.8,9,9,0,3,16,4,1,165,10.9,1171,18:01:00,30,64,5,10,33.3,770,831,48.1,-1.3,541,593,47.7,-2.1,7.8,91.4,99.2,47.9,52.1,18:01:00,13:22:00,76,30,313,52.4,4,0,4,0.0
Rostislav Olesz,2008,23,FLA,LW,37,4,5,9,-5,8,0.3,4,0,0,0,4,1,0,69,5.8,488,13:12:00,11,38,1,4,20,348,398,46.6,-2.5,253,315,44.5,-4.4,5.3,94,99.4,46.2,53.8,13:12:00,10:32:00,15,7,99,69.7,2,1,1,50.0
Peter Olvecky,2008,23,MIN,LW,31,2,5,7,1,12,0.6,2,0,0,1,3,2,0,19,10.5,277,08:55:00,15,14,63,95,39.9,194,243,44.4,-4.9,135,180,42.9,-7.9,9.6,92.7,102.3,44,56,08:55:00,08:22:00,6,9,47,40.4,0,0,0,0.0
Ben Ondrus,2008,26,TOR,RW,11,0,0,0,-4,34,-0.4,0,0,0,0,0,0,0,2,0,104,09:27:00,4,15,12,15,44.4,59,98,37.6,-13.2,47,80,37,-13.6,0,92.9,92.9,53.8,46.2,09:27:00,07:10:00,5,1,8,25,0,0,0,0.0
Phil Oreskovic,2008,22,TOR,D,10,1,1,2,-2,21,0.2,1,0,0,0,1,0,0,12,8.3,162,16:14:00,8,22,0,0,,129,155,45.4,-1.9,101,120,45.7,-0.5,4.1,92.4,96.5,53.2,46.8,16:14:00,14:57:00,1,8,24,50,0,0,0,0.0
Brooks Orpik,2008,28,PIT,D,79,2,17,19,10,73,3.9,1,1,0,0,16,1,0,39,5.1,1606,20:20:00,152,309,0,0,,1134,1355,45.6,-4.5,856,987,46.4,-5.8,11.8,90.6,102.4,49.2,50.8,20:20:00,17:16:00,12,37,116,33.6,0,0,0,0.0
Colton Orr,2008,26,NYR,RW,82,1,4,5,-15,193,-0.7,1,0,0,0,4,0,0,40,2.5,532,06:29:00,14,133,4,12,25,361,441,45,-10.2,279,342,44.9,-10.5,3.6,91.1,94.6,43.8,56.3,06:29:00,06:20:00,9,6,71,56.3,0,0,0,0.0
Jed Ortmeyer,2008,30,NSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,11:01:00,0,3,0,0,,13,11,54.2,2.2,12,8,60,1.5,0,100,100,13.3,86.7,11:01:00,09:51:00,0,0,4,100,0,0,0,0.0
Oskar Osala,2008,21,WSH,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,17,08:44:00,0,0,0,0,,20,19,51.3,3,13,14,48.1,0.4,0,90,90,33.3,66.7,08:44:00,08:44:00,0,0,4,25,0,0,0,0.0
T.J. Oshie,2008,22,STL,C,57,14,25,39,16,30,4.8,7,6,1,1,15,7,3,101,13.9,945,16:35:00,21,66,47,62,43.1,543,529,50.7,2.1,432,392,52.4,2.3,10.5,93,103.5,59.1,40.9,16:35:00,0.5,43,15,183,55.2,6,2,4,33.3
Steve Ott,2008,26,DAL,C,64,19,27,46,3,135,4.8,14,5,0,0,20,7,0,132,14.4,1125,17:35:00,23,220,80,92,46.5,797,693,53.5,-0.3,621,545,53.3,-1.5,11.3,89.4,100.6,48.4,51.6,17:34:00,13:34:00,21,32,232,56.9,0,0,0,0.0
Michel Ouellet,2008,26,VAN,RW,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,29,09:39:00,2,3,0,1,0,31,24,56.4,4.1,27,15,64.3,11.3,5,100,105,73.3,26.7,09:39:00,09:02:00,0,1,4,75,0,0,0,0.0
Alex Ovechkin,2008,23,WSH,LW,79,56,54,110,8,72,14.5,36,19,1,10,27,27,0,528,10.6,1817,23:00:00,32,243,8,24,25,1601,1191,57.3,4.1,1142,882,56.4,2.3,10.1,90.2,100.3,59.3,40.7,23:00:00,16:36:00,60,107,873,60.3,7,2,5,28.6
Nathan Oystrick,2008,26,ATL,D,53,4,8,12,-2,50,1.9,4,0,0,0,6,2,0,43,9.3,834,15:45:00,54,91,0,0,,657,656,50,1.1,520,499,51,1.9,8.5,91,99.5,46.2,53.8,15:45:00,14:13:00,20,24,102,42.2,0,0,0,0.0
Max Pacioretty,2008,20,MTL,LW,34,3,8,11,-3,27,0.6,2,1,0,0,6,2,0,57,5.3,429,12:37:00,19,44,1,1,50,346,385,47.3,4.9,246,283,46.5,4.3,7.4,92.4,99.8,50.2,49.8,12:37:00,11:09:00,16,16,95,60,0,0,0,0.0
Cam Paddock,2008,25,STL,C,16,2,1,3,-4,0,0.1,2,0,0,0,1,0,0,17,11.8,171,10:41:00,4,7,40,47,46,82,133,38.1,-12.1,64,100,39,-12.8,6,90.9,96.9,44.1,55.9,10:41:00,08:24:00,0,3,23,73.9,0,0,0,0.0
Nathan Paetsch,2008,25,BUF,D,23,2,4,6,3,25,1.4,2,0,0,0,3,1,0,21,9.5,280,12:11:00,13,11,0,0,,245,225,52.1,0,192,177,52,1.1,6.8,94.4,101.2,57.8,42.2,11:59:00,11:09:00,4,5,36,58.3,0,0,0,0.0
Samuel Pahlsson,2008,31,TOT,C,65,7,11,18,-17,34,-0.3,6,1,0,2,9,2,0,88,8,1189,18:17:00,21,121,662,574,53.6,575,716,44.5,-12.8,453,602,42.9,-14.4,6.9,91.5,98.5,41.1,58.9,18:17:00,13:05:00,25,26,139,63.3,1,0,1,0.0
Samuel Pahlsson,2008,31,ANA,C,52,5,10,15,-16,32,-0.3,4,1,0,1,8,2,0,74,6.8,962,18:31:00,15,91,569,494,53.5,575,716,44.5,-12.8,453,602,42.9,-14.4,6.9,91.5,98.5,41.1,58.9,18:17:00,13:05:00,25,26,139,63.3,1,0,1,0.0
Samuel Pahlsson,2008,31,CHI,C,13,2,1,3,-1,2,0,2,0,0,1,1,0,0,14,14.3,226,17:25:00,6,30,93,80,53.8,575,716,44.5,-12.8,453,602,42.9,-14.4,6.9,91.5,98.5,41.1,58.9,18:17:00,13:05:00,25,26,139,63.3,1,0,1,0.0
Daniel Paille,2008,24,BUF,LW,73,12,15,27,0,20,2.6,12,0,0,2,13,0,2,80,15,869,11:54:00,27,84,3,14,17.6,594,710,45.6,-6.2,452,531,46,-6.2,9.8,90.6,100.3,50.8,49.2,11:54:00,10:30:00,14,28,145,55.2,0,0,0,0.0
Jay Pandolfo,2008,34,NJD,LW,61,5,5,10,-12,10,-0.6,4,0,1,1,5,0,0,63,7.9,905,14:50:00,30,41,4,14,22.2,542,654,45.3,-12.6,404,502,44.6,-13.6,5,92.2,97.2,50.6,49.4,14:50:00,12:12:00,13,9,112,56.3,0,0,0,0.0
Adam Pardy,2008,24,CGY,D,60,1,9,10,3,69,2.1,1,0,0,0,9,0,0,38,2.6,900,15:00:00,44,76,0,0,,830,651,56,-1.9,633,516,55.1,-1.4,8.4,91.1,99.4,57.1,42.9,14:51:00,13:38:00,19,26,92,39.1,0,0,0,0.0
Ryan Parent,2008,21,PHI,D,31,0,4,4,3,10,1,0,0,0,0,4,0,0,9,0,564,18:12:00,39,33,0,0,,413,541,43.3,-6.5,305,378,44.7,-5.4,10.7,91.7,102.4,45.9,54.1,18:12:00,15:25:00,16,25,34,26.5,0,0,0,0.0
Zach Parise,2008,24,NJD,LW,82,45,49,94,30,24,12.8,31,14,0,8,30,16,3,364,12.4,1538,18:45:00,17,65,54,66,45,1296,959,57.5,5,1016,717,58.6,6,9.1,92.3,101.4,52.9,47.1,18:45:00,14:39:00,34,17,544,66.9,8,4,4,50.0
Richard Park,2008,32,NYI,RW,71,14,17,31,-13,34,2.2,8,4,2,1,12,3,2,138,10.1,1219,17:10:00,49,31,396,413,48.9,794,948,45.6,-3,580,706,45.1,-4.8,7.5,90.5,98.1,37.3,62.7,17:10:00,12:36:00,53,29,255,54.1,2,1,1,50.0
Mark Parrish,2008,31,DAL,RW,44,8,5,13,-3,18,1.2,4,4,0,3,4,1,0,46,17.4,496,11:16:00,21,30,1,4,20,306,416,42.4,-10.4,241,302,44.4,-9.7,7.4,93.1,100.5,55.7,44.3,11:16:00,09:23:00,9,10,93,49.5,1,0,1,0.0
George Parros,2008,29,ANA,RW,74,5,5,10,8,135,1,5,0,0,0,5,0,0,47,10.6,463,06:16:00,14,89,0,3,0,334,360,48.1,-7.2,268,270,49.8,-5,10,94.1,104.1,64.3,35.7,06:15:00,06:11:00,6,13,66,71.2,0,0,0,0.0
Joe Pavelski,2008,24,SJS,C,80,25,34,59,5,46,6.4,14,8,3,3,18,15,1,266,9.4,1517,18:58:00,74,82,718,556,56.4,1091,898,54.9,0.1,852,650,56.7,1.8,7.2,91.5,98.8,47.9,52.1,18:57:00,13:43:00,58,41,435,61.1,10,4,6,40.0
Michael Peca,2008,34,CBJ,C,71,4,18,22,-6,58,0.7,4,0,0,2,16,1,1,74,5.4,1001,14:06:00,56,54,417,422,49.7,605,630,49,-5.8,458,454,50.2,-4.3,8.4,89.4,97.8,44.4,55.6,14:06:00,10:35:00,29,17,134,55.2,0,0,0,0.0
Theo Peckham,2008,21,EDM,D,15,0,0,0,-1,59,0,0,0,0,0,0,0,0,8,0,174,11:38:00,21,22,0,0,,124,186,40,-8.3,94,134,41.2,-7.6,10.8,91.5,102.3,46.7,53.3,11:38:00,11:06:00,2,13,18,44.4,0,0,0,0.0
Matt Pelech,2008,21,CGY,D,5,0,3,3,1,9,0.4,0,0,0,0,3,0,0,4,0,66,13:16:00,3,5,0,0,,73,46,61.3,2.6,55,37,59.8,4.1,11.4,90,101.4,69.2,30.8,13:16:00,12:14:00,0,0,12,33.3,0,0,0,0.0
Pascal Pelletier,2008,25,CHI,LW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,7,0,64,09:08:00,1,2,13,20,39.4,62,40,60.8,-2,50,33,60.2,-0.4,2.9,81.5,84.3,60.7,39.3,09:08:00,08:52:00,2,0,14,50,0,0,0,0.0
Derek Peltier,2008,23,COL,D,11,0,0,0,-4,2,-0.1,0,0,0,0,0,0,0,7,0,146,13:15:00,13,2,0,0,,117,122,49,0.4,91,90,50.3,0.9,4.4,89.6,94,62.5,37.5,13:15:00,12:10:00,1,4,10,70,0,0,0,0.0
Ville Peltonen,2008,35,FLA,LW,79,12,19,31,6,31,2.5,12,0,0,1,18,1,0,121,9.9,1205,15:15:00,30,60,18,46,28.1,782,989,44.2,-5,598,781,43.4,-4.6,10.4,93,103.4,41.9,58.1,15:15:00,12:15:00,44,17,211,57.3,1,0,1,0.0
Dustin Penner,2008,26,EDM,LW,78,17,20,37,7,61,3.6,12,5,0,5,14,6,0,137,12.4,1200,15:23:00,33,77,54,60,47.4,895,803,52.7,6.2,658,593,52.6,6.1,9.6,92.2,101.8,53.6,46.4,15:23:00,11:47:00,26,54,240,57.1,0,0,0,0.0
Joel Perrault,2008,25,PHX,C,7,2,1,3,2,4,0.5,2,0,0,0,0,1,0,15,13.3,90,12:52:00,2,5,34,42,44.7,73,71,50.7,6.1,52,55,48.6,2.5,7.5,96.9,104.4,48.7,51.3,12:52:00,11:25:00,1,0,22,68.2,0,0,0,0.0
Eric Perrin,2008,33,ATL,C,78,7,16,23,-2,36,0.8,5,1,1,0,12,1,3,109,6.4,1106,14:11:00,28,47,111,102,52.1,639,730,46.7,-3.6,493,553,47.1,-3.6,7.7,90.9,98.6,44,56,14:11:00,10:03:00,45,21,176,61.9,2,0,2,0.0
David Perron,2008,20,STL,LW,81,15,35,50,13,50,5.6,11,4,0,3,24,11,0,161,9.3,1177,14:32:00,18,78,1,5,16.7,750,738,50.4,1.2,603,566,51.6,1.3,9.8,93,102.9,63.4,36.6,14:31:00,11:16:00,31,24,296,54.4,6,3,3,50.0
Corey Perry,2008,23,ANA,RW,78,32,40,72,10,109,8.5,22,10,0,8,26,14,0,283,11.3,1451,18:36:00,13,109,9,22,29,1232,920,57.2,7.2,979,770,56,5.7,9.4,90.7,100.1,57.3,42.7,18:36:00,15:01:00,33,45,443,63.9,10,5,5,50.0
Janne Pesonen,2008,26,PIT,LW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,52,07:27:00,1,3,0,3,0,27,48,36,-8,21,30,41.2,-6.8,0,83.3,83.3,50,50,07:27:00,07:06:00,0,0,6,50,0,0,0,0.0
Andrew Peters,2008,28,BUF,LW,28,0,1,1,-2,81,-0.2,0,0,0,0,1,0,0,10,0,113,04:01:00,2,10,0,1,0,67,85,44.1,-4.1,57,64,47.1,0.1,2.3,93.3,95.7,50,50,04:01:00,0.16666666666666666,0,5,15,66.7,0,0,0,0.0
Warren Peters,2008,26,CGY,C,16,1,0,1,-2,12,-0.1,1,0,0,0,0,0,0,13,7.7,113,07:05:00,4,27,40,29,58,87,60,59.2,4.2,59,43,57.8,6.5,4.8,87.1,91.9,60,40,07:05:00,06:24:00,4,1,25,52,0,0,0,0.0
Toby Petersen,2008,30,DAL,C,57,4,7,11,1,14,0.4,4,0,0,0,7,0,0,80,5,651,11:25:00,34,52,128,155,45.2,429,479,47.2,-5,332,362,47.8,-5.4,9.4,92.2,101.5,43.6,56.4,11:25:00,09:34:00,17,18,117,68.4,0,0,0,0.0
Richard Petiot,2008,26,TBL,D,11,0,3,3,5,21,0.9,0,0,0,0,3,0,0,10,0,227,20:37:00,14,30,0,0,,164,142,53.6,7.2,118,113,51.1,5.9,9,96.3,105.2,52.1,47.9,20:37:00,17:08:00,2,8,26,38.5,0,0,0,0.0
Jakub Petruzalek,2008,23,CAR,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,16,08:05:00,0,1,4,3,57.1,10,11,47.6,,6,6,50,,20,100,120,66.7,33.3,08:05:00,07:19:00,2,0,2,0,0,0,0,0.0
Matt Pettinger,2008,28,TBL,LW,59,8,7,15,-14,24,0.5,6,2,0,1,7,0,0,82,9.8,727,12:19:00,31,93,3,15,16.7,502,633,44.2,-6,384,477,44.6,-4.9,6.3,91.1,97.4,37.6,62.4,12:19:00,10:44:00,10,11,125,65.6,0,0,0,0.0
Rich Peverley,2008,26,TOT,C,66,15,29,44,13,33,4.8,12,2,1,5,23,5,1,117,12.8,1062,16:05:00,24,25,354,330,51.8,731,780,48.4,-2.6,556,594,48.3,-3.2,12.3,91.7,104,46.7,53.3,16:05:00,12:22:00,35,32,199,58.8,7,1,6,14.3
Rich Peverley,2008,26,ATL,C,39,13,22,35,16,18,4.2,10,2,1,5,18,3,1,75,17.3,734,18:49:00,15,16,290,264,52.3,731,780,48.4,-2.6,556,594,48.3,-3.2,12.3,91.7,104,46.7,53.3,16:05:00,12:22:00,35,32,199,58.8,7,1,6,14.3
Rich Peverley,2008,26,NSH,C,27,2,7,9,-3,15,0.5,2,0,0,0,5,2,0,42,4.8,328,12:08:00,9,9,64,66,49.2,731,780,48.4,-2.6,556,594,48.3,-3.2,12.3,91.7,104,46.7,53.3,16:05:00,12:22:00,35,32,199,58.8,7,1,6,14.3
Dion Phaneuf,2008,23,CGY,D,80,11,36,47,-11,100,6.9,7,4,0,4,19,17,0,277,4,2122,1900-01-01 02:32:00,85,157,0,0,,1560,1293,54.7,-3.7,1162,1056,52.4,-4.5,9.9,88.7,98.5,59,41,1900-01-01 02:07:00,17:56:00,23,61,526,51.5,0,0,0,0.0
